Government_Schemes_HowToApply_FY2024-26_with_Explained_Steps
Government_Schemes_HowToApply_FY2024-26_with_Explained_Steps,,,,,,,,,,,,,,
ID,Level,State_UT,Scheme_Name,Category,Year_Period,Key_Benefit,Nodal_Body,Source,How_to_Apply,Steps_Verified,No_of_Steps,Steps_Summary,How_to_Apply_Explained,Remarks_Caution
CEN025,Central,All India,CGTMSE-TReDS Guarantee Linkage,Scheme,FY2025-26 / 2026-27,Guarantee cover extended to TReDS invoice discounting,RBI/CGTMSE,RBI Directions Jun-2026,"1) Visit the official source portal (RBI Directions Jun-2026) or contact the nodal body (RBI/CGTMSE) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'CGTMSE-TReDS Guarantee Linkage' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (RBI Directions Jun-2026) or contact the nodal body (RBI/CGTMSE). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'CGTMSE-TReDS Guarantee Linkage' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",
STA026,State/UT,Gujarat,Aatmanirbhar Gujarat Scheme for MSMEs (2022-27),Scheme,2022-27,25% capital assistance + 7% interest subsidy + SGST refund for new/expanding MSMEs,"Industries & Mines Dept, Gujarat",startupgrantsindia.com,"1) Visit the official source portal (startupgrantsindia.com) or contact the nodal body (Industries & Mines Dept, Gujarat) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Aatmanirbhar Gujarat Scheme for MSMEs (2022-27)' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (startupgrantsindia.com) or contact the nodal body (Industries & Mines Dept, Gujarat). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Aatmanirbhar Gujarat Scheme for MSMEs (2022-27)' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Source is a third-party website; confirm on the official state government portal.
STA027,State/UT,Gujarat,Gujarat Industrial Policy 2020 - MSME Interest Subsidy (Service Sector),Scheme,2020-25,"Interest subsidy on term loan for service-sector MSMEs, category-wise (5-7% p.a.)","Industries & Mines Dept, Gujarat",myscheme.gov.in,"1) Visit the official source portal (myscheme.gov.in) or contact the nodal body (Industries & Mines Dept, Gujarat) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Gujarat Industrial Policy 2020 - MSME Interest Subsidy (Service Sector)' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (myscheme.gov.in) or contact the nodal body (Industries & Mines Dept, Gujarat). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Gujarat Industrial Policy 2020 - MSME Interest Subsidy (Service Sector)' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",State incentive policy: applications are normally made on the state industries/investment portal with a detailed project report and sometimes need pre-approval.
STA028,State/UT,Maharashtra,Package Scheme of Incentives (PSI) 2019,Scheme,2019 onward,SGST refund + interest subsidy + stamp duty exemption for new manufacturing MSMEs,Govt of Maharashtra,startupgrantsindia.com,"1) Visit the official source portal (startupgrantsindia.com) or contact the nodal body (Govt of Maharashtra) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Package Scheme of Incentives (PSI) 2019' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (startupgrantsindia.com) or contact the nodal body (Govt of Maharashtra). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Package Scheme of Incentives (PSI) 2019' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Source is a third-party website; confirm on the official state government portal. State incentive policy: applications are normally made on the state industries/investment portal with a detailed project report and sometimes need pre-approval.
STA029,State/UT,Maharashtra,Maharashtra State Innovation Society (MSInS),Scheme,Ongoing,"Innovation awards, accelerator collaboration with 40+ incubators","MSInS, Govt of Maharashtra",bimakavach.com,"1) Visit the official source portal (bimakavach.com) or contact the nodal body (MSInS, Govt of Maharashtra) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Maharashtra State Innovation Society (MSInS)' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (bimakavach.com) or contact the nodal body (MSInS, Govt of Maharashtra). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Maharashtra State Innovation Society (MSInS)' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Source is a third-party website; confirm on the official state government portal.
STA030,State/UT,Tamil Nadu,Tamil Nadu Industrial Policy 2021 - Incentive Packages,Scheme,2021 onward,15-35% capital subsidy + SGST refund + interest subvention for new MSMEs,Govt of Tamil Nadu,startupgrantsindia.com,"1) Visit the official source portal (startupgrantsindia.com) or contact the nodal body (Govt of Tamil Nadu) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Tamil Nadu Industrial Policy 2021 - Incentive Packages' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (startupgrantsindia.com) or contact the nodal body (Govt of Tamil Nadu). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Tamil Nadu Industrial Policy 2021 - Incentive Packages' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Source is a third-party website; confirm on the official state government portal. State incentive policy: applications are normally made on the state industries/investment portal with a detailed project report and sometimes need pre-approval.
STA031,State/UT,Tamil Nadu,TN Structured Packages (FDI/Large Projects),Scheme,Ongoing,"Up to 40% of eligible fixed assets for FDI + training subsidy Rs4,000-6,000/worker/month",Govt of Tamil Nadu,mandalapolicy.substack.com,"1) Visit the official source portal (mandalapolicy.substack.com) or contact the nodal body (Govt of Tamil Nadu) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'TN Structured Packages (FDI/Large Projects)' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (mandalapolicy.substack.com) or contact the nodal body (Govt of Tamil Nadu). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'TN Structured Packages (FDI/Large Projects)' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Source is a third-party website; confirm on the official state government portal. State incentive policy: applications are normally made on the state industries/investment portal with a detailed project report and sometimes need pre-approval.
STA032,State/UT,Karnataka,Karnataka Industrial Policy 2020-25,Scheme,2020-25,10-30% investment subsidy + stamp duty/electricity duty exemption for MSMEs,Govt of Karnataka,startupgrantsindia.com,"1) Visit the official source portal (startupgrantsindia.com) or contact the nodal body (Govt of Karnataka) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Karnataka Industrial Policy 2020-25' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (startupgrantsindia.com) or contact the nodal body (Govt of Karnataka). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Karnataka Industrial Policy 2020-25' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Source is a third-party website; confirm on the official state government portal. State incentive policy: applications are normally made on the state industries/investment portal with a detailed project report and sometimes need pre-approval.
STA033,State/UT,Karnataka,Karnataka Start-up Policy 2022 (Elevate Programme),Scheme,2022 onward,Seed funding up to Rs 50 lakh via Elevate programme,Govt of Karnataka,bimakavach.com,"1) Visit the official source portal (bimakavach.com) or contact the nodal body (Govt of Karnataka) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'Karnataka Start-up Policy 2022 (Elevate Programme)' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (bimakavach.com) or contact the nodal body (Govt of Karnataka). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'Karnataka Start-up Policy 2022 (Elevate Programme)' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Startup-focused: usually needs DPIIT or state startup recognition instead of (or as well as) Udyam Registration. Source is a third-party website; confirm on the official state government portal.
STA034,State/UT,Uttar Pradesh,UP Industrial Investment & Employment Promotion Policy,Scheme,2022 onward,10-25% capital subsidy + interest subsidy + stamp duty exemption for new MSMEs,Govt of Uttar Pradesh,startupgrantsindia.com,"1) Visit the official source portal (startupgrantsindia.com) or contact the nodal body (Govt of Uttar Pradesh) 2) Complete/verify Udyam Registration at udyamregistration.gov.in if not already done 3) Register/login on the scheme's application portal (or approach the nodal office directly for offline schemes) 4) Fill the scheme-specific application form for 'UP Industrial Investment & Employment Promotion Policy' with business, project, and financial details 5) Upload/attach required documents (PAN, Udyam certificate, ID & address proof, project report, bank details, category certificate if applicable) 6) Submit for scrutiny; nodal department/bank verifies eligibility 7) On approval, benefit (subsidy/loan/guarantee/grant) is disbursed or activated as per scheme terms; track status via portal or nodal office helpline.",General standard govt-scheme procedure (verify exact steps on official portal/source listed),7,"1) Visit official portal / nodal body | 2) Udyam Registration | 3) Register or log in on the application portal | 4) Fill in the application form | 5) Upload required documents | 6) Submit for scrutiny | 7) Approval, disbursement and tracking","Step 1 - Visit official portal / nodal body: Open the scheme's official source (startupgrantsindia.com) or contact the nodal body (Govt of Uttar Pradesh). Read the latest guidelines, eligibility criteria, application window and forms here first, because scheme rules change often and third-party sites can be out of date.
Step 2 - Udyam Registration: Complete or verify your Udyam Registration at udyamregistration.gov.in. It is a free online registration that gives your business a Udyam number and certificate, which most MSME schemes use as proof that you are a registered micro, small or medium enterprise. Startups may need DPIIT/state startup recognition instead (see Remarks).
Step 3 - Register or log in on the application portal: Create an account or log in on the scheme's application portal using your mobile number, email and Aadhaar/PAN details. If the scheme is offline, approach the nodal office or bank branch directly and ask for the application form.
Step 4 - Fill in the application form: Fill in the form for 'UP Industrial Investment & Employment Promotion Policy' with business details (name, type, address, Udyam number), project details (what you will set up or expand and its cost) and financial details (turnover, existing loans, funding required). Keep numbers consistent with your project report and bank records.
Step 5 - Upload required documents: Upload or attach the documents: PAN, Udyam certificate, ID and address proof, project report (a written plan with costs and expected income), bank details and, if you claim a special benefit, a category certificate (SC/ST/OBC/women etc.). Scan clearly and check file size/format limits.
Step 6 - Submit for scrutiny: Submit the application. The nodal department or bank verifies your eligibility and documents. Expect queries, a site visit or requests for extra papers, and reply promptly to avoid rejection or delay.
Step 7 - Approval, disbursement and tracking: If approved, the benefit (subsidy, loan, guarantee or grant) is released or activated under the scheme's terms. Track the status on the portal or via the nodal office helpline, and keep the sanction letter and receipts for records.",Source is a third-party website; confirm on the official state government portal. State incentive policy: applications are normally made on the state industries/investment portal with a detailed project report and sometimes need pre-approval.
